River.x;Hydropeaking_river_type;Hydrokeaking_residual_flow_natural_near_natural;reach;Abiotic_measured_by.x;Date_of_survey.x;Transect;Sampling_point;Time_of_survey;DIstance_Wasseranschlaglinie_m;velocity;Category_Flow_velocity_5_Bewohnbarkeits-klasse;wd_cm;Category_Water_depth;Clogging_6_Klassen;Clogging_3_Klassen;Substrate_type;Algae_cover_Bewuchsdichte_5_Kategorien_1-5;Moos_cover_Deckungsgrad_6_Kategorien_0-5;CPOM_cover_Deckungsgrad_5_Kategorien_1-5;RTK-GPS_Nr;MZB_kick-net_taken_by;Varia;join_key;Abiotic_measured_by.y;Gauging_station;Time_of_survey_before;Time_of_survey_during;Time_of_survey_after;pH_before;pH_during;pH_after;Conductivity_ys_s_before;Conductivity_ys_s_during;Conductivity_ys_s_after;Oxygen_content_mg_l_before;Oxygen_content_mg_l_during;Oxygen_content_mg_l_after;Oxygen_saturation_perc_before;Oxygen_saturation_perc_during;Oxygen_saturation_perc_after;Turbidity_FNU_before;Turbidity_FNU_during;Turbidity_FNU_after;Temperature_C_before;Temperature_C_during;Temperature_C_after;Discharge_m3_s_before;Discharge_m3_s_during;Discharge_m3_s_after;Water_gauge_MueM_before;Water_gauge_MueM_during;Water_gauge_MueM_after;Varia_before;Varia_during;Varia_after;x;y;z;Sampling_site;PORIFERA;CNIDARIA;BRYOZOA...7;PLATYHELMINTHES;PLATYHELMINTHES_Dendrocoelidae;PLATYHELMINTHES_Dugesiidae;PLATYHELMINTHES_Planariidae;"""NEMATHELMINTHES""...13";ANNELIDA;Hirudinea_Erpobdellidae;Hirudinea_Glossiphoniidae;Hirudinea_Hirudidae_(Tachet);Hirudinea_Piscicolidae;Oligochaeta...22;MOLLUSCA;Gastropoda;Gastropoda_Acroloxidae;Gastropoda_Ancylidae_(Tachet);Gastropoda_Bithyniidae;Gastropoda_Ferrissiidae_(Tachet);Gastropoda_Hydrobiidae;Gastropoda_Lymnaeidae;Gastropoda_Neritidae;Gastropoda_Physidae;Gastropoda_Planorbidae;Gastropoda_Valvatidae;Gastropoda_Viviparidae;Gastropoda_Potamopyrgus_antipodarum;Bivalvia...38;Bivalvia_Corbiculidae*;Bivalvia_Dreissenidae*;Bivalvia_Sphaeriidae;Bivalvia_Unionidae;ARTHROPODA;Arachnida_(Inf.-Cl.)_Acari;Arachnida_(Inf.-Cl.)_Acari_Hydracarina;Crustacea;Ostracoda;Copepoda;Amphipoda;Amphipoda_Corophiidae*;Amphipoda_Gammaridae;Amphipoda_Niphargidae;Isopoda;Isopoda_Asellidae;Isopoda_Janiridae*;Mysida;Mysida_Mysidae*;Decapoda;Decapoda_Astacidae;Decapoda_Cambaridae*;Insecta;Ephemeroptera;Ephemeroptera_Ameletidae;Ephemeroptera_Baetidae;Ephemeroptera_Caenidae;Ephemeroptera_Ephemerellidae;Ephemeroptera_Ephemeridae;Ephemeroptera_Heptageniidae;Ephemeroptera_Leptophlebiidae;Ephemeroptera_Oligoneuriidae;Ephemeroptera_Polymitarcyidae;Ephemeroptera_Potamanthidae;Ephemeroptera_Siphlonuridae;Odonata;Odonata_Aeshnidae;Odonata_Calopterygidae;Odonata_Coenagrionidae;Odonata_Cordulegastridae;Odonata_Corduliidae;Odonata_Gomphidae;Odonata_Lestidae;Odonata_Libellulidae;Odonata_Platycnemididae;Plecoptera;Plecoptera_Capniidae;Plecoptera_Chloroperlidae;Plecoptera_Leuctridae;Plecoptera_Nemouridae;Plecoptera_Perlidae;Plecoptera_Perlodidae;Plecoptera_Taeniopterygidae;Heteroptera;Heteroptera_Aphelocheiridae;Heteroptera_Corixidae;Heteroptera_Gerridae;Heteroptera_Hebridae;Heteroptera_Hydrometridae;Heteroptera_Mesoveliidae;Heteroptera_Naucoridae;Heteroptera_Nepidae;Heteroptera_Notonectidae;Heteroptera_Pleidae;Heteroptera_Veliidae;Heteroptera_PUPPE:_Heteroptera;Megaloptera;Megaloptera_Sialidae;Neuroptera;Neuroptera_Osmylidae;Neuroptera_Sisyridae;Coleoptera;Coleoptera_Curculionidae;Coleoptera_Chrysomelidae;Coleoptera_Dryopidae;Coleoptera_Dytiscidae;Coleoptera_Elmidae_(Larve);Coleoptera_Elmidae_(adult);Coleoptera_Elmis_sp.;Coleoptera_Elmis_sp._(adult);Coleoptera_Esolus_sp.;Coleoptera_Esolus_sp._(adult);Coleoptera_Limnius_sp._;Coleoptera_Limnius_sp.__(adult);Coleoptera_Oulimnius_sp.;Coleoptera_Riolus_sp.;Coleoptera_Gyrinidae;Coleoptera_Haliplidae;Coleoptera_Helophoridae_(Tachet);Coleoptera_Hydraenidae;Coleoptera_Hydrochidae_(Tachet);Coleoptera_Hydrophilidae;Coleoptera_Hydroscaphidae;Coleoptera_Hygrobiidae;Coleoptera_Noteridae;Coleoptera_Psephenidae;Coleoptera_Scirtidae;Coleoptera_Spercheidae_(Tachet);Trichoptera;Trichoptera_Apataniidae;Trichoptera_Beraeidae;Trichoptera_Brachycentridae;Trichoptera_Ecnomidae;Trichoptera_Glossosomatidae;Trichoptera_Goeridae;Trichoptera_Helicopsychidae;Trichoptera_Hydropsychidae;Trichoptera_Hydroptilidae;Trichoptera_Lepidostomatidae;Trichoptera_Leptoceridae;Trichoptera_Limnephilidae;Trichoptera_Molannidae;Trichoptera_Odontoceridae;Trichoptera_Philopotamidae;Trichoptera_Phryganeidae;Trichoptera_Polycentropodidae;Trichoptera_Psychomyiidae;Trichoptera_Ptilocolepidae;Trichoptera_Rhyacophilidae;Trichoptera_Sericostomatidae;Trichoptera_PUPPE:_Rhyacophilidae;Trichoptera_PUPPE:_Trichoptera;Lepidoptera;Diptera;Diptera_Anthomyiidae/Muscidae;Diptera_Athericidae;Diptera_Atherix_ibis;Diptera_Ibisia_marginata;Diptera_Blephariceridae;Diptera_Blephericera_sp.;Diptera_Hapalothrix_sp.;Diptera_Liponeura_sp.;Diptera_Ceratopogonidae;Diptera_Chaoboridae;Diptera_Chironomidae;Diptera_sF._Diamesinae;Diptera_sF._Orthocladiinae;Diptera_sF._Tanypodinae;Diptera_Tr._Tanytarsini;Diptera_Tr._Chironomini;Diptera_Pseudodiamesa_sp.;Diptera_Culicidae;Diptera_Cylindrotomidae;Diptera_Dixidae;Diptera_Dolichopodidae;Diptera_Empididae;Diptera_Ephydridae;Diptera_Limoniidae/Pediciidae;Diptera_Antocha_sp._;Diptera_Dicranota_sp.;Diptera_Eloeophila_sp.;Diptera_Hexatoma_sp._;Diptera_Molophilus_sp.;Diptera_Rhabdomastix_sp.;Diptera_Rhypholophus_sp.;Diptera_Psychodidae;Diptera_Ptychopteridae;Diptera_Rhagionidae;Diptera_Scathophagidae;Diptera_Sciomyzidae;Diptera_Simuliidae;Diptera_Stratiomyidae;Diptera_Syrphidae;Diptera_Tabanidae;Diptera_Thaumaleidae;Diptera_Tipulidae;Diptera_PUPPE:_Chironomidae/Diptera;Diptera_PUPPE:_Simuliidae
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;2;3;12:20:00;4.35;97;4;61;;none;none;> 250 mm;3;0;1;;Olivier;Mit Sand & Kies & 5;VR6-2-3;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2724019.255;1179662.966;775.278;VR6;;;;;;;;;;;;;;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;140;;;;113;;;;;;;;;;;;;;;;;1;;48;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;0;;;0;;;;;;8;;5;;3;;;;;;;;;10;;2;;8;;;;;;;;;37;;;;;;6;
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;3;1;13:05:00;1.4;47;5;26;;none-slight;none;250 mm > x > 25 mm;1;0;1;;Olivier;;VR6-3-1;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2724005.212;1179642.673;776.286;VR6;;;;;;;;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;455;;;;99;;;;;;;;;;;;;;;;;;;86;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;0;;;0;;;;;;516;;4;;512;;;;;;;;;5;;3;;2;;;;1;;;;;358;;;;;;5;
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;3;2;12:55:00;4.8;63;5;37;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;VR6-3-2;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2724008.182;1179641.528;776.208;VR6;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;471;;;;156;;;;;;;;;;;;;;;;;;;79;4;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;0;;;0;;;;;;42;1;8;;33;;;;;;;;;6;;2;;4;;;;1;;;;;52;;;;;;1;
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;3;3;12:50:00;9.25;97;4;41;;none;none;> 250 mm;3;0;1;;Olivier;Mit Sand & Kies & 5;VR6-3-3;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2724013.766;1179641.575;776.211;VR6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420;;;;126;;;;;;;;;;;;;;;;;;;250;13;1;4;3;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;0;;;0;;;;;;77;3;54;;20;;;;;;;1;;1;;1;;;;;;1;;;;;135;;;;;;4;
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;4;1;13:30:00;1;1;1;14;;none;none;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;VR6-4-1;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2723959.961;1179561.366;778.022;VR6;;;;;;;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;327;;;;5;;;;;;;;;;;;;;;;51;;;37;4;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;1;;1447;;26;5;1416;;;;;;;;;21;;5;;16;;;;;;;;;3;;;;;;11;
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;4;2;13:25:00;8.7;31;5;32;;none;none;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;VR6-4-2;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2723967.743;1179559.955;777.867;VR6;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;325;;;;9;;;;;;;;;;;;;;;;;;;97;4;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;963;;14;1;948;;;;;;;3;;11;;9;;2;;;;;;;;;2;;;;;;4;
Vorderrhein;;Residual flow;VR6;Diego, Olivier;08.04.2023;4;3;13:15:00;17.5;32;5;40;;none;none;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;VR6-4-3;Diego, Olivier;Vorderrhein-Ilanz;11:55:00;12:40:00;13:40:00;8.3;8.3;8.35;220;219.4;219.6;11.64;11.55;11.38;102.3;102;101.7;3.03;1.98;2.02;6;6.3;6.7;37;6.8;4.6;691.23;690.7;690.63;"Keine ""typische Kiesbank"", T1 & T2 noch ""riffelig"", T1 & T2 ziemlich nah; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2723976.307;1179558.155;777.748;VR6;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;;;;;;;;;;547;;;;92;;;;;;;;;;;;;;;;;1;;141;6;;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;0;;;0;;;;;;329;;12;;317;;;;;;;1;;5;;2;;3;;;;;;;;;4;;;;;;4;1
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;1;1;11:35:00;0.8;22;3;37;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-1-1;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735248.432;1180524.176;707.537;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;230;;;;14;;;;;;;;;;;;;;;;;;;67;1;;1;38;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;3;;;;;;;0;;;0;;;;;;3;1;2;;;;;;;;;;;6;;1;;1;;4;;;;;;;23;;;;;;9;3
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;1;2;11:25:00;2.9;115;4;42;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-1-2;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735246.433;1180523.339;707.505;GL1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;68;;;;30;;;;;;;;;;;;;;;;;;;6;;;;17;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;6;4;2;;;;;;;;;;;0;;;;;;;;;;;;;7;;;;;;2;
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;1;3;11:20:00;5.7;102;4;38;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-1-3;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735243.729;1180522.417;707.595;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;148;;;;12;;;;;;;;;;;;;;;;;;;27;1;;;33;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;5;3;2;;;;;;;;;;;1;;;;1;;;;;;;;;28;;;;;;;
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;2;1;11:50:00;0.6;73;5;41;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-2-1;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735262.993;1180489.925;707.722;GL1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;178;;;;14;;;;;;;;;;;;;;;;;;;12;1;;;21;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;1;;;;;;;0;;;0;;;;;;2;;2;;;;;;;;;1;;1;;;;1;;;;;;;;;2;;;;;;2;10
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;2;2;11:45:00;2.5;90;4;38;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-2-2;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735260.913;1180489.709;707.699;GL1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;103;;;;26;;;;;;;;;;;;;;;;;;;6;;;;23;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;0;;;0;;;;;;6;1;5;;;;;;;;;;;2;;;;1;;1;;;;;;;5;;;;;;;
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;2;3;11:40:00;5;131;4;43;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-2-3;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735258.67;1180488.861;707.719;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;118;;;;44;;;;;;;;;;;;;;;;;;;9;;;;34;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;0;;;0;;;;;;5;;5;;;;;;;;;;;1;;;;;;1;;;;;;;10;;;;;;1;
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;3;1;12:20:00;0.7;35;5;16;;slight-medium;slight-medium;> 250 mm;1;0;1;;Olivier;Mit Sand & Kies & 5;GL1-3-1;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735319.698;1180423.025;708.968;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;476;;;;54;;;;;;;;;;;;;;;;;;;78;;;1;55;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;3;1;2;;;;;;;;;;;4;;;;;;4;;;;;;;24;;;;;;3;2
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;3;2;12:10:00;2.9;220;2;38;;slight-medium;slight-medium;> 250 mm;3;0;1;;Olivier;Mit Sand & Kies & 5;GL1-3-2;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735317.244;1180421.737;708.714;GL1;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;58;;;;8;;;;;;;;;;;;;;;;;;;14;;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1;1;;0;;;;;;14;3;11;;;;;;;;;;;0;;;;;;;;;;;;;21;;;;;;1;
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;3;3;12:05:00;4.6;172;2;37;;slight-medium;slight-medium;> 250 mm;3;0;1;;Olivier;Mit Sand & Kies & 5;GL1-3-3;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735316.334;1180419.489;708.713;GL1;;;;;;;;1;;;;;;1;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;213;;;;32;;;;;;;;;;;;;;;;;;1;62;2;;;31;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;1;;;1;;;18;7;11;;;;;;;;;2;;4;;;;1;;3;;;;;;;113;;;;;;4;1
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;4;1;12:45:00;0.4;64;5;43;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-4-1;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735341.645;1180406.044;709.027;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;299;;;;28;;;;;;;;;;;;;;;;;;;48;1;;;36;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2;;;;;;;0;;;0;;;;;;4;4;;;;;;;;;;;;2;;;;1;;1;;;;;;;29;;;;;;5;1
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;4;2;12:35:00;2.3;118;4;40;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-4-2;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735336.819;1180407.799;708.948;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;144;;;;31;;;;;;;;;;;;;;;;;;;17;;1;;27;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;0;;;0;;;;;;5;3;2;;;;;;;;;;;2;;2;;;;;;;;;;;39;;;;;;3;
Untere Glenner;;Natural/near-natural;GL1;Diego, Olivier;09.04.2023;4;3;12:30:00;5.55;108;4;31;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;;Olivier;Mit Sand & Kies;GL1-4-3;Diego, Olivier;Glenner-Castrisch;11:20:00;12:00:00;12:55:00;8.41;8.37;8.41;488;489;489;11.46;11.44;12.24;101.6;102.3;102.4;7.88;6.33;5.11;6.7;7;7.8;2.5;2.6;2.6;693.47;693.48;693.48;Fliessgeschw.-Messgerät M069, Multisonde M004;;;2735334.931;1180405.092;709.107;GL1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;226;;;;53;;;;;;;;;;;;;;;;;;;22;1;;;52;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;;;;;;;0;;;0;;;;;;2;;2;;;;;;;;;;;5;;2;;1;;2;;;;;;;7;;;;;;3;
Untere Glenner;;Natural/near-natural;GL2;Diego, Olivier;09.04.2023;1;1;14:20:00;1.5;32;5;22;;slight-medium;slight-medium;250 mm > x > 25 mm;1;0;1;3;Olivier;Mit Sand & Kies;GL2-1-1;Diego, Olivier;Glenner-Castrisch;14:00:00;14:40:00;15:40:00;8.4;8.41;8.49;483;483;485;10.66;10.77;10.59;100.2;101.4;100.6;6.02;5.44;5.64;8.7;9;9.2;2.5;2.4;2.4;693.47;693.47;693.47;"Transekt 4 ""Riffle"" (kein Übergangsbereich vorhanden); Transekt 1 & 2 sehr nah, kein wirklich ruihiges Bereich alles ziemlich ""rifflig""; Fliessgeschw.-Messgerät M069, Multisonde M004";;;2735745.309;1179055.153;737.32;GL2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;;;;6;;;;;;;;;;;;;;;;;;;11;;;;2;;;;;;;;;;;;;;;;;;;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;0;;;0;;;;;;3;;2;1;;;;;;;;1;;3;;1;;2;;;;;;;;;;;;;;;;
